title,text,stars,publishedAtDate,likesCount,platform
Museum_Tsunami_Aceh,?,,03/07/2025 03:55,0,TikTok
Museum_Tsunami_Aceh,??,,24/06/2025 16:16,0,TikTok
Museum_Tsunami_Aceh,??????,,24/06/2025 12:44,0,TikTok
Museum_Tsunami_Aceh,??,,19/07/2025 22:11,0,TikTok
Museum_Tsunami_Aceh,??,,26/12/2025 07:42,0,TikTok
Museum_Tsunami_Aceh,kalau balik aceh jangan lupe agak farhan ke setu @???????????? ????????????????,,20/07/2025 10:59,0,TikTok
Museum_Tsunami_Aceh,bukan Stunami tapi Tsunami??,,09/08/2025 07:48,1,TikTok
Museum_Tsunami_Aceh,dan netizen indonesia bilang malaysia gak pernah ngebantu mereka ??,,22/08/2025 12:41,0,TikTok
Museum_Tsunami_Aceh,tsunami kak bukan stunami,,07/08/2025 07:51,0,TikTok
Museum_Tsunami_Aceh,??,,20/07/2025 03:16,0,TikTok
Museum_Tsunami_Aceh,??,,03/08/2025 21:46,0,TikTok
Museum_Tsunami_Aceh,??????,,02/08/2025 12:50,0,TikTok
Museum_Tsunami_Aceh,??,,02/08/2025 00:11,0,TikTok
Museum_Tsunami_Aceh,??????,,29/07/2025 06:12,0,TikTok
Museum_Tsunami_Aceh,??????,,20/07/2025 07:07,0,TikTok
Museum_Tsunami_Aceh,??????,,20/07/2025 06:57,0,TikTok
PLTD_Apung,Dan kata warga aceh dibawah kapal itu masih banyak jenzh yg masih blm di evakuasi,,27/12/2024 18:17,333,TikTok
PLTD_Apung,88888?8,,25/05/2026 01:24,0,TikTok
PLTD_Apung,"kapal seberat dan sebesar itu bisa keseret ombak sunami, tp rumah cut putri tetap berdiri kokoh sehingga dia bisa merekam bencana dahsyat itu. sungguh Luar biasa.",,28/12/2024 20:39,214,TikTok
PLTD_Apung,aku pernah ke sana . sering kata warga aceh dibawah kapal itu masih banyak jenzh,,13/01/2026 20:59,0,TikTok
PLTD_Apung,berarti paska stunami. aliran listrik di banda aceh sempat berhenti ber hari2 ya,,27/12/2024 17:56,37,TikTok
PLTD_Apung,mgkin saja org yg sebagian hilang ada di bawah kapal apung ini??,,27/12/2024 19:47,95,TikTok
PLTD_Apung,takutnya msh ada korban yg ad di bwh kapal tsb??,,27/12/2024 23:33,30,TikTok
PLTD_Apung,udah pernah masuk ...,,03/05/2026 17:18,0,TikTok
